PartTerminologyID|PartTerminologyName|PartsDescriptionID|RevDate
1005|Auxiliary Light||02/07/2003
1008|Truck Bed Liner||02/07/2003
1014|Truck Bed Side Rail Anchor||02/07/2003
1018|Bumper Mounting Kit||02/07/2003
1019|Truck Cab Top Cover||02/07/2003
1020|Car Cover||02/07/2003
1021|Deck Lid Rack|1|02/07/2003
1024|Exterior Door Handle|405|02/07/2003
1028|Door Lock Kit||02/07/2003
1032|Door Sill Plate|6284|02/07/2003
1036|Fender Flare|11597|03/05/2019
1040|Front End Bra|1|02/07/2003
1044|Grille Guard|83|02/07/2003
1045|Grille Guard Mounting Kit||02/07/2003
1046|Grille Screen|14264|02/07/2003
1048|Ground Effects Kit||02/07/2003
1052|Headlight Cover||02/07/2003
1054|Headlight Guard||02/07/2003
1069|Light Bar||02/07/2003
1072|Window Louver||02/07/2003
1080|Mud Flap||02/07/2003
1081|Paint||02/07/2003
1082|Step Nerf Bar||02/07/2003
1092|Rocker Panel|6285|02/07/2003
1096|Roll Bar||02/07/2003
1104|Roof Rack||02/07/2003
1108|Running Board||02/07/2003
1116|Fender Apron||02/07/2003
1128|Sliding Window||02/07/2003
1132|Tire Snow Chain||02/07/2003
1148|Sunroof Assembly||02/07/2003
1152|Sunroof Wind Deflector||02/07/2003
1156|Sun Visor||02/07/2003
1160|Tail Light Cover||02/07/2003
1164|Tail Light Guard||02/07/2003
1172|Tailgate Liner|1|02/07/2003
1178|Tailgate Net||02/07/2003
1184|Spare Tire Cover||02/07/2003
1188|Tonneau Cover||02/07/2003
1192|Truck Bed Storage Box|1|02/07/2003
1200|Tow Bar||02/07/2003
1202|Tow Hook|11529|03/05/2019
1212|Trailer Hitch|11718|02/07/2003
1220|Truck Bed Side Rail||02/07/2003
1236|Wheel Dust Shield||02/07/2003
1240|Winch|1|02/07/2003
1245|Winch Mount|1|02/07/2003
1247|Window Shade||02/07/2003
1248|Windshield Visor||02/07/2003
1256|Cowl Panel|3595|02/07/2003
1259|Audio Amplifier|1|02/07/2003
1262|Cargo Cover|1126|02/07/2003
1263|Cargo Holder||02/07/2003
1264|Floor Carpet||02/07/2003
1268|Cigarette Lighter||02/07/2003
1272|Cigarette Lighter Element||02/07/2003
1280|Console Cover||02/07/2003
1282|Convertible Top Interior Cover||02/07/2003
1284|Dashboard Cover|2857|02/07/2003
1286|Dog Guard||02/07/2003
1290|Door Lock Knob||02/07/2003
1297|Floor Liner||02/07/2003
1300|Floor Mat|1140|02/07/2003
1306|Night Vision Camera|1|02/07/2003
1308|Privacy Curtain||02/07/2003
1316|Seat Cover|3710|02/07/2003
1319|Speaker|3637|02/07/2003
1320|Steering Wheel||02/07/2003
1321|Television|1|02/07/2003
1322|Mobile Phone|1|02/07/2003
1327|Window Film|14276|02/07/2003
1328|Window Cover||02/07/2003
1332|Antenna|1|02/07/2003
1334|Battery Box|10097|02/07/2003
1336|Battery Hold Down||02/07/2003
1340|Bumper|11431|03/05/2019
1344|Bumper Cover|6945|03/05/2019
1348|Cruise Control Cable||02/07/2003
1352|Fuel Filler Door Release Cable|1|02/07/2003
1356|Liftgate Release Cable|1|02/07/2003
1360|Hood Release Cable|255|02/07/2003
1364|Tailgate Release Cable|1|02/07/2003
1368|Trunk Lid Release Cable||02/07/2003
1372|Coded Door Lock Set||02/07/2003
1376|Door|4658|02/07/2003
1377|Door Hinge|9514|02/07/2003
1378|Door Lock Striker||02/07/2003
1380|Fender|12309|02/07/2003
1384|Grille|1438|03/05/2019
1388|Headlight Adjusting Screw|6286|02/07/2003
1392|Headlight Bulb Retainer|1632|02/07/2003
1396|Hood|1|02/07/2003
1400|Headlight Lens||02/07/2003
1412|Headlight Motor||02/07/2003
1416|Quarter Panel|4701|02/07/2003
1420|Door Open Warning Sensor|1|02/07/2003
1421|Skid Plate|11458|03/05/2019
1424|Deck Lid Release Solenoid|1126|02/07/2003
1425|Tailgate Lock||02/07/2003
1426|Tailgate Handle|10193|02/07/2003
1427|Tailgate|3703|02/07/2003
1431|Windshield Frame||02/07/2003
1436|Door Armrest|1|02/07/2003
1440|Speedometer Cable|1|02/07/2003
1444|Tachometer Cable|1|02/07/2003
1450|Parking Brake Pedal Release Handle|11970|02/07/2003
1452|Ammeter Gauge|1|02/07/2003
1456|Fuel Level Gauge||02/07/2003
1458|Fuel Pressure Gauge||02/07/2003
1460|Hour Meter Gauge||02/07/2003
1464|Gauge Light Kit||02/07/2003
1468|Engine Oil Pressure Gauge||02/07/2003
1472|Engine Oil Temperature Gauge||02/07/2003
1476|Gauge Panel||02/07/2003
1480|Gauge Set||02/07/2003
1484|Speedometer Gauge||02/07/2003
1488|Tachometer Gauge||02/07/2003
1490|Automatic Transmission Oil Temperature Gauge|8984|02/07/2003
1492|Vacuum Gauge||02/07/2003
1496|Voltmeter Gauge||02/07/2003
1500|Engine Coolant Temperature Gauge||02/07/2003
1504|Glove Box Lock|10381|02/07/2003
1506|Steering Column Lock Actuator|1|02/07/2003
1508|Air Bag Module||02/07/2003
1510|Turn Signal / Cruise Control / Tilt Lever||02/07/2003
1516|Power Window Motor|1175|02/07/2003
1520|Rear Window Defogger Motor|1|02/07/2003
1524|Convertible Top Motor||02/07/2003
1528|Seat Motor||02/07/2003
1532|Seat Back Motor||02/07/2003
1536|Sunroof Motor|3177|02/07/2003
1540|Tailgate Window Motor|1|02/07/2003
1544|Trunk Lid Pull Down Motor||02/07/2003
1548|Accelerator Pedal Pad||02/07/2003
1552|Brake Pedal Pad||02/07/2003
1560|Parking Brake Pedal Pad|11973|02/07/2003
1564|Air Bag Impact Sensor|1|02/07/2003
1568|Seat Belt Warning Sensor||02/07/2003
1569|Steering Column|1|02/07/2003
1571|Steering Column Lock|1|02/07/2003
1572|Turn Signal Cam||02/07/2003
1576|Window Crank Handle||02/07/2003
1580|ABS Accumulator||02/07/2003
1592|ABS Modulator|12546|02/07/2003
1596|ABS Pump and Motor Assembly||02/07/2003
1608|Disc Brake Anti-Rattle Clip|13853|02/07/2003
1628|Brake Backing Plate|1|02/07/2003
1632|Axle Shaft Bearing Assembly|1074|02/07/2003
1636|Axle Bearing and Hub Assembly|6287|02/07/2003
1640|Axle Bearing and Hub Assembly Repair Kit|6288|02/07/2003
1648|Axle Shaft Bearing Collar|1|02/07/2003
1652|Axle Shaft Bearing Lock Ring|1|02/07/2003
1656|Axle Shaft Bearing Retainer|1|02/07/2003
1660|Axle Shaft Bearing Spacer|1|02/07/2003
1664|Axle Shaft Bearing|1073|02/07/2003
1672|Wheel Bearing|1126|02/07/2003
1680|Drum Brake Shoe Lining|1584|02/07/2003
1684|Disc Brake Pad Set|11592|03/05/2019
1688|Drum Brake Shoe||02/07/2003
1692|Parking Brake Cable Guide|1|02/07/2003
1696|Parking Brake Cable|1025|02/07/2003
1700|Drum Brake Self-Adjuster Cable|10836|03/05/2019
1704|Disc Brake Caliper|12215|02/07/2003
1710|Disc Brake Caliper Bolt Kit|12275|02/07/2003
1712|Disc Brake Caliper Bolt|2147|02/07/2003
1714|Disc Brake Caliper Bracket|1126|02/07/2003
1716|Disc Brake Caliper Bushing|1|02/07/2003
1720|Disc Brake Caliper Repair Kit|1126|02/07/2003
1724|Disc Brake Caliper Piston|607|02/07/2003
1728|Brake Master Cylinder Reservoir Cap|585|02/07/2003
1736|Disc Brake Hardware Kit|1|02/07/2003
1740|Disc Brake Pad Shim Kit|1|02/07/2003
1744|Brake Drum|12208|02/07/2003
1752|Drum Brake Hardware Kit|1|02/07/2003
1756|Power Brake Filter|1|02/07/2003
1760|Axle Shaft Flange Gasket|1126|02/07/2003
1764|Brake Master Cylinder Reservoir Cap Gasket|3211|02/07/2003
1772|Drum Brake Shoe Hold Down Kit|1|02/07/2003
1776|Drum Brake Shoe Spring Hold Down Pin|1|02/07/2003
1780|Drum Brake Shoe Spring Hold Down Pin Clip|1|02/07/2003
1784|Drum Brake Hold Down Spring|3212|02/07/2003
1792|Brake Hydraulic Hose|3826|02/07/2003
1796|ABS Pressure Hose|3057|02/07/2003
1800|ABS Return Hose|1|02/07/2003
1804|Brake Vacuum Hose Connector|1|02/07/2003
1812|Brake Vacuum Hose|1|02/07/2003
1820|Brake Hydraulic Line|1896|02/07/2003
1824|Brake Hydraulic Tee||02/07/2003
1832|Parking Brake Lever Return Spring|1593|02/07/2003
1836|Brake Master Cylinder|6289|02/07/2003
1840|Brake Master Cylinder Repair Kit|6290|02/07/2003
1844|ABS Control Module|1|02/07/2003
1852|Axle Shaft Seal|1415|02/07/2003
1868|Parking Brake Lever|39|03/05/2019
1872|Parking Brake Pin Lock|1|02/07/2003
1876|Power Brake Booster Check Valve|1|02/07/2003
1880|Power Brake Booster Grommet|1126|02/07/2003
1884|Power Brake Booster|1|02/07/2003
1888|Brake Proportioning Valve|1|02/07/2003
1896|Disc Brake Rotor|12001|02/07/2003
1900|Drum Brake Self-Adjuster Conversion Kit|10840|02/07/2003
1904|Drum Brake Self-Adjuster Repair Kit|10842|02/07/2003
1912|ABS Wheel Speed Sensor|1|02/07/2003
1916|Brake Fluid Level Sensor||02/07/2003
1920|Disc Brake Pad Wear Sensor|12006|02/07/2003
1932|Spindle Lock Nut Kit|1|02/07/2003
1944|Trailer Brake|1|02/07/2003
1952|Drum Brake Wheel Cylinder|122|02/07/2003
1956|Drum Brake Wheel Cylinder Kit|1126|02/07/2003
1960|Clutch Fork Shaft Bearing|7005|02/07/2003
1961|Clutch Pedal Bearing|7011|02/07/2003
1964|Clutch Pilot Bearing|7012|02/07/2003
1968|Clutch Release Bearing|7018|02/07/2003
1972|Clutch Cable|602|02/07/2003
1984|Clutch Cable Sleeve|7001|02/07/2003
1988|Clutch Pressure Plate|7015|02/07/2003
1992|Clutch Fork|7003|02/07/2003
1993|Clutch Kit|7008|02/07/2003
1996|Clutch Master Cylinder|7009|02/07/2003
2000|Clutch Master Cylinder Repair Kit|7010|02/07/2003
2008|Clutch Pilot Bushing|7013|02/07/2003
2010|Clutch Pivot Ball|7014|02/07/2003
2012|Clutch Pressure Plate and Disc Set|7016|02/07/2003
2016|Clutch Pressure Plate Ring|7017|02/07/2003
2020|Clutch Release Bearing and Slave Cylinder Assembly|7019|02/07/2003
2024|Clutch Release Bearing Clip|7020|02/07/2003
2032|Clutch Retaining Ring|7021|02/07/2003
2036|Clutch Servo|7022|02/07/2003
2044|Clutch Slave Cylinder|7023|02/07/2003
2048|Clutch Slave Cylinder Kit|7024|02/07/2003
2052|Clutch Spring|7025|02/07/2003
2053|Clutch Fork Shaft Seal|7006|02/07/2003
2054|Engine Cooling System Pressure Tester Adapter|13981|02/07/2003
2055|Radiator Cap Tester Adapter|13985|02/07/2003
2056|Cooling System Adapter|1|05/01/2003
2059|Radiator Cap Adapter||05/01/2003
2067|Engine Coolant Reservoir Cap|4084|02/07/2003
2068|Radiator Cap|3810|02/07/2003
2069|Engine Coolant Thermostat Housing Cap|1126|02/07/2003
2076|Radiator Coolant Hose Connector|11473|03/05/2019
2080|Engine Coolant Recovery Kit||02/07/2003
2084|Engine Oil Cooler|12045|02/07/2003
2088|Automatic Transmission Oil Cooler|9007|02/07/2003
2104|Engine Heater|100|02/07/2003
2132|Engine Coolant Filter|14189|02/07/2003
2136|Engine Coolant Thermostat Housing Gasket|3234|02/07/2003
2140|Engine Coolant Hose Connector Gasket|1126|02/07/2003
2144|Engine Coolant Outlet Gasket|1126|02/07/2003
2148|Engine Water Pump Gasket|1613|02/07/2003
2155|Engine Coolant Bypass Hose|1453|03/05/2019
2164|Engine Cooling Fan Motor||02/07/2003
2172|Radiator|1807|03/05/2019
2176|Radiator Drain Petcock|13828|02/07/2003
2180|Engine Cooling Fan Controller||02/07/2003
2182|Engine Coolant Thermostat Seal|1|02/07/2003
2184|Engine Coolant Level Sensor||02/07/2003
2188|Engine Coolant Temperature Sensor||02/07/2003
2196|Automatic Transmission Fluid Temperature Sensor|8981|02/07/2003
2200|Engine Coolant Thermostat|14370|02/07/2003
2204|Engine Coolant Thermostat Housing|2371|02/07/2003
2208|Engine Water Pump|133|02/07/2003
2212|Engine Water Pump Adapter||02/07/2003
2216|Engine Water Pump Bushing||02/07/2003
2220|Engine Water Pump Repair Kit||02/07/2003
2224|Axle Differential Bearing and Seal Kit|1|02/07/2003
2236|Power Take Off (PTO) Countershaft Bearing|9541|02/07/2003
2240|Axle Differential Bearing|1126|02/07/2003
2244|Power Take Off (PTO) Input Shaft Bearing|9543|02/07/2003
2248|Axle Intermediate Shaft Bearing|1126|02/07/2003
2252|Power Take Off (PTO) Intermediate Shaft Bearing|9546|02/07/2003
2260|Power Take Off (PTO) Output Shaft Bearing|9547|02/07/2003
2264|Differential Pinion Bearing|10546|02/07/2003
2268|Differential Pinion Pilot Bearing|1126|02/07/2003
2272|Power Take Off (PTO) Shift Shaft Bearing|9550|02/07/2003
2277|Clutch Bell Housing|6993|02/07/2003
2279|Drive Shaft Bushing|6291|02/07/2003
2280|CV Joint Boot Band|11802|02/07/2003
2284|CV Joint Boot|1|02/07/2003
2292|CV Joint|1|02/07/2003
2296|CV Joint Housing|6292|02/07/2003
2304|Differential|1204|02/07/2003
2306|Differential Cover|2185|02/07/2003
2308|Drive Shaft|11433|03/05/2019
2312|Automatic Transmission Differential Carrier Gasket|7601|02/07/2003
2316|Automatic Transmission Differential Cover Gasket|7602|02/07/2003
2324|Automatic Transmission Power Take Off (PTO) Gasket|7603|02/07/2003
2330|Manual Transmission Shifter Lever Kit|7077|02/07/2003
2332|Clutch Hydraulic Hose|7007|02/07/2003
2334|Manual Transmission Shifter Tension Spring|7079|02/07/2003
2340|Power Take Off (PTO) Countershaft Seal|9555|02/07/2003
2341|CV Joint Half Shaft Seal|1|02/07/2003
2344|Differential Seal|3516|02/07/2003
2348|Axle Differential Seal|1|02/07/2003
2352|Drive Shaft Seal|11653|02/07/2003
2356|Power Take Off (PTO) Input Shaft Seal|9560|02/07/2003
2360|Axle Intermediate Shaft Seal|1|02/07/2003
2364|Power Take Off (PTO) Intermediate Shaft Seal|9561|02/07/2003
2368|Axle Output Shaft Seal|1|02/07/2003
2372|Power Take Off (PTO) Output Shaft Seal|9562|02/07/2003
2376|Differential Pinion Seal|1|02/07/2003
2384|Power Take Off (PTO) Shift Shaft Seal|9565|02/07/2003
2392|Universal Joint|4087|02/07/2003
2400|Universal Joint C-Clip|1102|02/07/2003
2404|Universal Joint U-Bolt Kit|1102|02/07/2003
2408|Universal Joint Yoke||02/07/2003
2412|Alternator|3249|02/07/2003
2416|Alternator Bracket|1126|02/07/2003
2420|Alternator Brush Holder||02/07/2003
2424|Alternator Brush Set||02/07/2003
2432|Alternator Capacitor||02/07/2003
2440|Alternator Diode||02/07/2003
2444|Alternator Diode Trio||02/07/2003
2448|Alternator Pulley|10447|02/07/2003
2452|Alternator Rectifier Bridge|1|02/07/2003
2456|Alternator Repair Kit||02/07/2003
2460|Alternator Resistor||02/07/2003
2464|Alternator Fan||02/07/2003
2476|Vehicle Battery|6962|02/07/2003
2488|Generator Commutator End Bearing|1126|02/07/2003
2492|Generator Drive End Bearing|1126|02/07/2003
2496|Starter Bearing|1126|02/07/2003
2500|Battery Cable|1407|02/07/2003
2501|Starter Cable||02/07/2003
2502|Switch To Starter Cable||02/07/2003
2504|Circuit Breaker||02/07/2003
2512|Tubular Circuit Breaker|1126|02/07/2003
2516|HVAC Relay Connector|1|02/07/2003
2520|HVAC Switch Connector|1|02/07/2003
2524|Air Charge Temperature Sensor Connector|1|02/07/2003
2528|Alternator Connector||02/07/2003
2532|Barometric Pressure Sensor Connector||02/07/2003
2536|HVAC Blower Motor Resistor Connector|1|02/07/2003
2540|Engine Camshaft Position Sensor Connector|1350|02/07/2003
2544|Carburetor Choke Thermostat Connector|1|02/07/2003
2548|HVAC Clutch Coil Connector|1|02/07/2003
2560|Engine Coolant Level Sensor Connector|1|02/07/2003
2564|Engine Coolant Temperature Sensor Connector|1|02/07/2003
2568|Engine Crankshaft Position Sensor Connector|1|02/07/2003
2572|Headlight Dimmer Connector||02/07/2003
2576|EGR Sensor Connector||02/07/2003
2578|Fuel Pump Harness Connector|1|02/07/2003
2580|Headlight Connector||02/07/2003
2584|Headlight Switch Connector||02/07/2003
2588|Horn Connector||02/07/2003
2589|Idle Air Control Valve Connector|1|02/07/2003
2590|Idle Speed Control Motor Connector|1|02/07/2003
2592|Ignition Coil Connector|1|02/07/2003
2596|Ignition Switch Connector|1|02/07/2003
2600|Engine Intake Manifold Temperature Sensor Connector|1|02/07/2003
2604|Oxygen Sensor Connector|1351|02/07/2003
2605|Power Steering Pressure Sensor Connector|1|02/07/2003
2612|Radio Power Connector|1|02/07/2003
2616|Speaker Connector|9536|02/07/2003
2624|Throttle Position Sensor Connector|1|02/07/2003
2632|Trailer Wiring Adapter Connector||02/07/2003
2640|Trailer Connector Kit|1250|02/07/2003
2644|Voltage Regulator Connector||02/07/2003
2648|Windshield Washer Pump Connector|1358|02/07/2003
2652|Cruise Control Servo||02/07/2003
2653|Cruise Control Valve||02/07/2003
2656|Turn Signal Repair Kit||02/07/2003
2660|Dome Light Over-Ride Switch||02/07/2003
2664|Engine Temperature Warning Buzzer|1|02/07/2003
2668|Hazard Warning Flasher||02/07/2003
2672|Turn Signal Flasher||02/07/2003
2676|Fuse||02/07/2003
2680|Fuse Block||02/07/2003
2684|Fuse Box|11853|02/07/2003
2688|Fuse Holder||02/07/2003
2692|Fusible Link||02/07/2003
2700|Generator||02/07/2003
2704|Generator Brush||02/07/2003
2708|Generator Brush Spring||02/07/2003
2712|Generator Bushing||02/07/2003
2716|Body Electrical Ground Strap|1|02/07/2003
2732|Horn Button||02/07/2003
2740|Ash Tray Light|1126|02/07/2003
2744|Automatic Transmission Indicator Light|7604|02/07/2003
2748|Back Up Light|6293|02/07/2003
2753|Check Engine Light|1126|02/07/2003
2756|Clock Light|1126|02/07/2003
2764|Cornering Light|1126|02/07/2003
2772|Dome Light|1126|02/07/2003
2788|Glove Box Light|1126|02/07/2003
2796|Headlight|12502|02/07/2003
2800|High Beam Indicator Light|1126|02/07/2003
2804|Center High Mount Stop Light|1126|02/07/2003
2808|Ignition Light|12342|02/07/2003
2812|Instrument Panel Light|1126|02/07/2003
2816|License Plate Light|9643|02/07/2003
2820|Reading Light|1126|02/07/2003
2824|Side Marker Light|1126|02/07/2003
2836|Parking Light|1126|02/07/2003
2844|Radio Dial Light|1126|02/07/2003
2852|Seat Belt Warning Light|14385|02/07/2003
2856|Step Light|1126|02/07/2003
2860|Brake Light|1126|02/07/2003
2864|Tail Light|1126|02/07/2003
2872|Turn Signal Light|1126|02/07/2003
2876|Under Hood Light|1126|02/07/2003
2888|Body Control Module|12500|02/07/2003
2892|Cruise Control Module|1|02/07/2003
2894|Daytime Running Light Module|1|02/07/2003
2900|Information Display Module|841|02/07/2003
2904|Instrument Panel Wiring Harness Module|1|02/07/2003
2916|Engine Control Module PROM||02/07/2003
2920|Alternator Rectifier Set||02/07/2003
2940|Accessory Delay Relay|1126|02/07/2003
2944|Accessory Power Relay|11477|03/05/2019
2948|Accessory Safety Relay|1126|02/07/2003
2952|Active Suspension Relay|1126|02/07/2003
2960|Air Bag Relay|1126|02/07/2003
2964|Air Cleaner Door Solenoid Relay|1126|02/07/2003
2972|Air Control Valve Relay|1126|02/07/2003
2976|Alarm Chime Relay|1126|02/07/2003
2980|Audio Amplifier Relay|1126|02/07/2003
2988|ABS Modulator Relay|1126|02/07/2003
2992|ABS Pump and Motor Relay|1126|02/07/2003
2996|ABS Warning Light Relay|5497|02/07/2003
3000|Anti-Dieseling Relay|1126|02/07/2003
3008|ABS Relay|1126|02/07/2003
3012|Anti-Theft Relay|1126|02/07/2003
3016|Automatic Choke Relay|1126|02/07/2003
3020|Automatic Headlight Control Relay|1126|02/07/2003
3032|Seatback Relay|1126|02/07/2003
3040|Automatic Transmission Pilot Bearing Relay|7605|02/07/2003
3048|Suspension Ride Height Control Relay|1126|02/07/2003
3052|Temperature Control Relay|1126|02/07/2003
3056|Auxiliary Battery Relay||02/07/2003
3060|Auxiliary Engine Cooling Fan Relay|1126|02/07/2003
3068|Auxiliary Heater Relay|10449|02/07/2003
3072|Back Up Light Relay|1126|02/07/2003
3076|Battery Charge Relay|1126|02/07/2003
3080|Battery Saver Relay|1126|02/07/2003
3084|HVAC Blower Relay|1126|02/07/2003
3088|HVAC Blower Motor Relay|1126|02/07/2003
3092|HVAC Blower Motor Cut-Out Relay|11246|02/07/2003
3100|Brake Pressure Relay|1126|02/07/2003
3112|Cargo Light Relay|1126|02/07/2003
3116|Catalytic Converter Temperature Indicator Relay|1126|02/07/2003
3120|Charge Light Relay|1126|02/07/2003
3128|Check Engine Light Relay|1126|02/07/2003
3140|Automatic Choke Heater Control Relay|1126|02/07/2003
3144|Cigarette Lighter Relay|1126|02/07/2003
3152|A/C Clutch Relay|1126|02/07/2003
3168|A/C Compressor Throttle Cut-Off Relay|3560|02/07/2003
3172|Trunk Lid Release Relay|1126|02/07/2003
3184|A/C Compressor Control Relay|1126|02/07/2003
3192|Concealed Headlight Relay|1126|02/07/2003
3200|A/C Condenser Fan Motor Relay|1126|02/07/2003
3212|Convertible Top Relay|1126|02/07/2003
3216|Engine Coolant Level Relay|1126|02/07/2003
3224|Cornering Light Relay|1126|02/07/2003
3228|Courtesy Light Relay|1126|02/07/2003
3232|Cruise Control Relay|1126|02/07/2003
3236|Cruise Control Switch Relay|1126|02/07/2003
3244|Fuel Cut-Off Relay|1126|02/07/2003
3256|Diesel Fuel Heater Relay|1126|02/07/2003
3260|Diesel Light Relay|1126|02/07/2003
3264|Dimmer Relay|1126|02/07/2003
3272|Door Open Warning Relay|1126|02/07/2003
3276|Driving Light Relay|1126|02/07/2003
3280|Dual Battery Solenoid Relay|1126|02/07/2003
3284|EGR Valve Control Relay|1126|02/07/2003
3288|Early Fuel Evaporation (EFE) Control Relay|1126|02/07/2003
3292|Engine Control Module Wiring Relay|1126|02/07/2003
3300|Fuel Injection Relay|1126|02/07/2003
3304|Fuel Injection Cold Start Relay|1126|02/07/2003
3308|Fuel Injection Combination Relay|1126|02/07/2003
3312|Fuel Injection Main Relay|1126|02/07/2003
3316|Electronic Brake Control Relay|1126|02/07/2003
3320|Automatic Transmission Axle Relay|7606|02/07/2003
3340|HVAC Evaporator Relay|1126|02/07/2003
3348|Engine Fast Idle Relay|1126|02/07/2003
3352|Fog Light Relay|1126|02/07/2003
3356|Fog Light Cut-Off Relay|3565|02/07/2003
3372|Fuel Filler Door Relay|1126|02/07/2003
3376|Fuel Injection Injection Pump Relay|1126|02/07/2003
3380|Fuel Pump Relay|1126|02/07/2003
3381|Fuel Pump Bypass Relay|1126|02/07/2003
3384|Fuel Tank Selector Relay|1126|02/07/2003
3388|Forward Light Wiring Relay|1126|02/07/2003
3392|Diesel Glow Plug Relay|1126|02/07/2003
3396|Hazard Warning Relay|1126|02/07/2003
3400|Headlight Relay||02/07/2003
3404|Headlight Delay Relay|1126|02/07/2003
3408|Headlight Motor Relay|1126|02/07/2003
3412|Headlight Washer Relay|1126|02/07/2003
3420|Headlight Actuator Relay|1126|02/07/2003
3428|Heated Mirror Relay|1126|02/07/2003
3432|Rear Window Defroster Relay|10450|03/05/2019
3436|Heated Seat Relay|1126|02/07/2003
3440|Heated Windshield Relay|1126|02/07/2003
3444|HVAC Heater Relay|1126|02/07/2003
3445|HVAC Heater and HVAC Delay Relay|1126|02/07/2003
3448|HVAC Heater Blower Relay|1126|02/07/2003
3452|Center High Mount Stop Light Relay|1126|02/07/2003
3468|Horn Relay|1126|02/07/2003
3472|Idle Speed Control Relay|1126|02/07/2003
3476|Idle Up Relay Solenoid|1126|02/07/2003
3480|Ignition Relay|1126|02/07/2003
3484|Ignition Accessory Relay|1126|02/07/2003
3488|Ignition Feed Relay|1126|02/07/2003
3492|Ignition Warning Relay|1126|02/07/2003
3496|Illuminated Entry Relay|1126|02/07/2003
3500|Illumination Relay|1126|02/07/2003
3508|Instrument Panel Cluster Relay|1126|02/07/2003
3512|Instrument Panel Dimmer Relay|1126|02/07/2003
3520|Interior Light Relay|1126|02/07/2003
3524|Keyless Entry Relay|1126|02/07/2003
3532|Oxygen Sensor Heater Relay|1126|02/07/2003
3540|LCD Relay|1126|02/07/2003
3548|Liftgate Release Relay|1126|02/07/2003
3560|Low Fuel Warning Relay|1126|02/07/2003
3568|Liquid Propane Gas (LPG) Relay|9606|02/07/2003
3580|Engine Intake Manifold Heater Relay|1126|02/07/2003
3584|Mass Air Flow Sensor Relay|1126|02/07/2003
3596|Micro Plug Relay|1126|02/07/2003
3608|Multi Purpose Relay||02/07/2003
3612|Neutral Safety Switch Relay|1126|02/07/2003
3613|Odometer Relay|1126|02/07/2003
3616|Engine Oil Level Relay|1126|02/07/2003
3620|Engine Oil Pressure Indicator Relay|1126|02/07/2003
3624|Overdrive Relay|1126|02/07/2003
3628|Oxygen Sensor Relay|1126|02/07/2003
3632|Parking Brake Release Relay|1126|02/07/2003
3636|Parking Brake Warning Relay|1126|02/07/2003
3640|Parking Light Relay|1126|02/07/2003
3641|Passing Light Relay|1126|02/07/2003
3644|Passive Restraints Relay|1126|02/07/2003
3652|Power Brake Relay|1126|02/07/2003
3656|Door Lock Relay||02/07/2003
3668|Power Roof Lock Relay|1126|02/07/2003
3672|Seat Relay|1126|02/07/2003
3676|Power Steering Relay|1126|02/07/2003
3680|Door Window Relay||02/07/2003
3688|Powertrain Control Module Relay|1126|02/07/2003
3692|Program Checking Relay|1126|02/07/2003
3696|Pulse Wiper Relay|1126|02/07/2003
3700|Vapor Canister Purge Solenoid Relay|1126|02/07/2003
3704|Engine Cooling Fan Motor Relay|1126|02/07/2003
3712|Speaker Relay|1126|02/07/2003
3716|Radio Wiring Relay|1|02/07/2003
3720|Power Vent Relay|1126|02/07/2003
3724|Rear Window Defogger Relay|1126|02/07/2003
3728|Rear Window Wiper Relay|1126|02/07/2003
3732|Refrigerator Relay|1126|02/07/2003
3736|Refrigerator Control Relay|1126|02/07/2003
3752|Seat Belt Interlock Relay|1126|02/07/2003
3756|Secondary Air Injection Relay|1126|02/07/2003
3764|Shift Indicator Relay|1126|02/07/2003
3768|Side Marker Relay||02/07/2003
3769|Siren Relay|1126|02/07/2003
3772|ABS Control Relay|1126|02/07/2003
3792|Vehicle Speed Warning Relay|1126|02/07/2003
3800|Start / Run Relay|1126|02/07/2003
3804|Starter Relay|1126|02/07/2003
3808|Starter Cut-Off Relay|3569|02/07/2003
3812|Starter Motor Control Relay|1126|02/07/2003
3816|Brake / Turn Signal Relay|1126|02/07/2003
3820|Brake Light Relay|1126|02/07/2003
3824|Brake Light Fail Relay|1126|02/07/2003
3828|Sunroof Relay|1126|02/07/2003
3836|Tail Light Relay|1126|02/07/2003
3840|Tailgate Relay|1126|02/07/2003
3844|Tailgate Window Relay|1126|02/07/2003
3848|Throttle Control Relay|1126|02/07/2003
3852|Tilt Steering Wheel Relay|1126|02/07/2003
3856|A/C Compressor Time Delay Relay|1126|02/07/2003
3860|Automatic Transmission Torque Converter Inhibitor Relay|7607|02/07/2003
3864|Trailer Tow Relay|1126|02/07/2003
3868|Transfer Case Relay|3739|02/07/2003
3876|Automatic Transmission Downshift Relay|7608|02/07/2003
3880|Automatic Transmission Shift Lock Relay|7609|02/07/2003
3884|Automatic Transmission Spark Control Relay|7610|02/07/2003
3896|Turbocharger Boost Control Relay|1126|02/07/2003
3904|Turn Signal Relay||02/07/2003
3912|Twilight Sentinel Relay|1126|02/07/2003
3916|Manual Transmission Upshift Relay|6994|02/07/2003
3920|Vacuum Pump Relay|1126|02/07/2003
3924|Vent Control Relay|1126|02/07/2003
3928|Warning Buzzer Relay|1126|02/07/2003
3932|Warning Light Relay|1126|02/07/2003
3936|Washer Pump Relay|1|02/07/2003
